#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PS path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
1618,1611.200000,655.250000
1620,1611.250000,655.150000
1622,1611.500000,655.100000
1624,1611.500000,655.000000
1626,1611.400000,654.850000
1628,1611.450000,654.750000
1630,1611.650000,654.700000
1632,1611.500000,654.500000
1634,1611.600000,654.450000
1636,1611.900000,654.500000
1638,1611.700000,654.250000
1640,1611.750000,654.100000
1642,1611.700000,653.850000
1644,1611.600000,653.600000
1646,1611.800000,653.550000
1648,1611.700000,653.350000
1650,1611.900000,653.350000
1652,1611.900000,653.150000
1654,1612.100000,653.050000
1656,1612.350000,653.000000
1658,1612.400000,652.950000
1660,1612.850000,653.050000
1662,1612.800000,652.900000
1664,1613.300000,653.000000
1666,1613.300000,652.900000
1668,1613.200000,652.700000
1670,1613.200000,652.550000
1672,1613.250000,652.450000
1674,1613.200000,652.300000
1676,1613.350000,652.200000
1678,1613.400000,652.150000
1680,1613.200000,651.950000
1682,1613.300000,651.900000
1684,1613.450000,651.950000
1686,1613.550000,651.850000
1688,1613.650000,651.750000
1690,1613.800000,651.650000
1692,1613.800000,651.500000
1694,1613.850000,651.450000
1696,1613.950000,651.400000
1698,1614.100000,651.350000
1700,1614.250000,651.350000
1702,1614.150000,651.150000
1704,1614.550000,651.200000
1706,1614.600000,651.200000
1708,1614.800000,651.200000
1710,1614.750000,651.100000
1712,1614.800000,650.950000
1714,1614.950000,650.850000
1716,1615.000000,650.750000
1718,1615.050000,650.750000
1720,1615.100000,650.700000
1722,1615.400000,650.750000
1724,1615.500000,650.650000
1726,1615.500000,650.500000
1728,1615.600000,650.450000
1730,1615.550000,650.250000
1732,1615.700000,650.150000
1734,1615.650000,650.050000
1736,1615.600000,649.950000
1738,1615.800000,649.950000
1740,1615.650000,649.750000
1742,1615.700000,649.650000
1744,1615.750000,649.600000
1746,1615.750000,649.500000
1748,1615.800000,649.350000
1750,1615.900000,649.300000
1752,1616.050000,649.250000
1754,1615.950000,649.150000
1756,1615.850000,649.000000
1758,1615.750000,648.800000
1760,1615.850000,648.750000
