#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PH path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
1336,1604.500000,618.750000
1338,1604.600000,618.850000
1340,1604.650000,618.850000
1342,1604.900000,618.900000
1344,1605.100000,618.950000
1346,1604.800000,618.950000
1348,1604.850000,618.950000
1350,1604.850000,619.000000
1352,1604.900000,619.000000
1354,1605.250000,619.050000
1356,1605.700000,619.150000
1358,1605.700000,619.200000
1360,1605.950000,619.200000
1362,1606.150000,619.200000
1364,1606.500000,619.300000
1366,1606.800000,619.400000
1368,1606.850000,619.450000
1370,1607.100000,619.450000
1372,1607.050000,619.500000
1374,1607.150000,619.600000
1376,1607.000000,619.550000
1378,1607.150000,619.550000
1380,1606.950000,619.500000
1382,1607.200000,619.600000
1384,1607.700000,619.650000
1386,1607.700000,619.750000
1388,1607.650000,619.800000
1390,1607.900000,619.850000
1392,1607.950000,620.000000
1394,1608.250000,620.100000
1396,1608.150000,620.050000
1398,1607.950000,620.050000
1400,1607.950000,620.000000
1402,1608.100000,620.100000
1404,1608.500000,620.250000
1406,1608.450000,620.250000
1408,1608.900000,620.300000
1410,1609.000000,620.250000
1412,1608.950000,620.250000
1414,1609.050000,620.150000
1416,1609.200000,620.250000
1418,1609.000000,620.250000
1420,1609.100000,620.250000
1422,1609.000000,620.250000
1424,1609.000000,620.200000
1426,1609.050000,620.200000
1428,1609.150000,620.350000
1430,1609.400000,620.450000
1432,1609.700000,620.600000
1434,1609.900000,620.600000
1436,1609.700000,620.650000
1438,1609.850000,620.750000
1440,1609.700000,620.800000
1442,1609.950000,620.950000
1444,1610.300000,621.100000
1446,1610.750000,621.150000
1448,1610.750000,621.200000
1450,1610.450000,621.200000
1452,1610.950000,621.450000
1454,1611.100000,621.550000
1456,1611.200000,621.650000
1458,1611.250000,621.750000
1460,1611.500000,621.750000
1462,1611.450000,621.700000
1464,1611.450000,621.800000
1466,1611.400000,621.800000
1468,1611.150000,621.850000
1470,1611.150000,621.900000
1472,1611.200000,621.900000
1474,1611.200000,621.900000
1476,1611.200000,621.900000
1478,1611.400000,621.900000
1480,1611.750000,621.900000
1482,1612.050000,622.050000
1484,1612.400000,622.100000
1486,1612.450000,622.100000
1488,1612.700000,622.050000
1490,1612.800000,622.100000
1492,1612.850000,622.250000
1494,1612.950000,622.250000
1496,1613.000000,622.250000
1498,1613.000000,622.250000
1500,1612.750000,622.250000
1502,1613.000000,622.350000
1504,1612.950000,622.300000
1506,1612.850000,622.350000
1508,1613.000000,622.450000
1510,1613.050000,622.450000
1512,1613.150000,622.500000
1514,1613.400000,622.600000
1516,1613.550000,622.650000
1518,1613.850000,622.700000
1520,1613.650000,622.700000
1522,1613.700000,622.700000
1524,1613.750000,622.750000
1526,1613.700000,622.750000
1528,1613.850000,622.750000
1530,1614.100000,622.750000
1532,1614.300000,622.850000
1534,1614.250000,622.850000
1536,1614.350000,622.900000
1538,1614.300000,622.900000
1540,1614.350000,622.900000
1542,1614.300000,622.900000
1544,1614.250000,622.900000
1546,1614.250000,623.000000
1548,1614.250000,623.000000
1550,1614.550000,623.150000
1552,1614.550000,623.150000
1554,1614.550000,623.100000
1556,1614.450000,623.100000
1558,1614.750000,623.250000
1560,1614.650000,623.200000
1562,1614.750000,623.200000
1564,1614.950000,623.200000
1566,1614.950000,623.200000
1568,1615.050000,623.250000
1570,1615.200000,623.350000
1572,1615.100000,623.300000
1574,1615.150000,623.300000
1576,1615.300000,623.400000
1578,1615.300000,623.400000
1580,1615.350000,623.400000
1582,1615.400000,623.500000
1584,1615.200000,623.500000
1586,1615.000000,623.500000
1588,1615.250000,623.700000
1590,1615.450000,623.850000
1592,1615.550000,623.850000
1594,1615.700000,623.850000
1596,1615.600000,623.900000
1598,1615.800000,623.950000
1600,1615.800000,623.950000
1602,1616.100000,624.000000
1604,1616.200000,624.100000
1606,1616.450000,624.150000
1608,1616.300000,624.150000
1610,1616.450000,624.150000
1612,1616.550000,624.200000
1614,1616.550000,624.200000
1616,1616.550000,624.200000
1618,1616.750000,624.250000
1620,1616.800000,624.250000
1622,1617.050000,624.250000
1624,1617.000000,624.250000
1626,1616.900000,624.300000
1628,1616.950000,624.300000
1630,1617.100000,624.250000
1632,1616.900000,624.250000
1634,1616.950000,624.300000
1636,1617.250000,624.400000
1638,1617.100000,624.350000
1640,1617.150000,624.350000
1642,1617.000000,624.300000
1644,1616.800000,624.300000
1646,1617.000000,624.300000
1648,1616.850000,624.300000
1650,1617.000000,624.400000
1652,1617.000000,624.350000
1654,1617.200000,624.450000
1656,1617.400000,624.450000
1658,1617.350000,624.450000
1660,1617.800000,624.650000
1662,1617.700000,624.650000
1664,1618.200000,624.750000
1666,1618.200000,624.750000
1668,1618.100000,624.750000
1670,1618.100000,624.750000
1672,1618.150000,624.850000
1674,1618.100000,624.850000
1676,1618.200000,624.900000
1678,1618.250000,624.900000
1680,1618.000000,624.900000
1682,1618.100000,624.900000
1684,1618.200000,624.950000
1686,1618.300000,624.950000
1688,1618.400000,624.900000
1690,1618.500000,625.050000
1692,1618.500000,625.000000
1694,1618.550000,625.000000
1696,1618.650000,625.000000
1698,1618.800000,625.000000
1700,1618.950000,625.000000
1702,1618.850000,625.000000
1704,1619.250000,625.200000
1706,1619.250000,625.200000
1708,1619.450000,625.250000
1710,1619.350000,625.250000
1712,1619.400000,625.250000
1714,1619.550000,625.250000
1716,1619.600000,625.250000
1718,1619.650000,625.250000
1720,1619.700000,625.250000
1722,1619.950000,625.350000
1724,1620.050000,625.350000
1726,1620.050000,625.350000
1728,1620.100000,625.400000
1730,1620.050000,625.350000
1732,1620.150000,625.350000
1734,1620.100000,625.350000
1736,1620.050000,625.350000
1738,1620.250000,625.400000
1740,1620.050000,625.400000
1742,1620.100000,625.400000
1744,1620.150000,625.400000
1746,1620.100000,625.400000
1748,1620.150000,625.450000
1750,1620.250000,625.450000
1752,1620.400000,625.450000
1754,1620.300000,625.450000
1756,1620.200000,625.450000
1758,1620.100000,625.450000
1760,1620.200000,625.450000
1762,1620.400000,625.450000
